,QT_SALAS_EXISTENTES,QT_FUNCIONARIOS,IN_FUND_AF,QT_MAT_BAS,QT_MAT_FUND_AI,QT_MAT_FUND_AF,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_ND,QT_MAT_BAS_BRANCA,QT_MAT_BAS_PARDA,QT_MAT_BAS_6_10,QT_MAT_BAS_11_14,QT_MAT_BAS_D,QT_DOC_BAS,QT_DOC_FUND,QT_DOC_FUND_AI,QT_DOC_FUND_AF,QT_DOC_ESP,QT_DOC_ESP_CC,QT_TUR_BAS,QT_TUR_FUND,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_ESP,QT_TUR_ESP_CC,QT_MAT_FUND
QT_MAT_BAS_PARDA,0.5266192769745802,0.5819051491265645,0.48557591982454634,0.8441894837293158,0.39758210470203975,0.5936908598819841,0.8334453547211774,0.8431461393746535,0.320546038989725,0.7543565591630991,1.0,0.41434782783922625,0.657990693059978,0.8206172917459145,0.8032068529343943,0.6674602241984023,0.3826312939433757,0.595461210625158,0.7157271840215876,0.7155728696746071,0.8265806311671506,0.6428536278473413,0.3772926035429856,0.5778299873679364,0.5962262839747163,0.5964183550087077,0.6697281091411699
QT_MAT_BAS_6_10,0.43727233440569974,0.4268767177852546,0.183190479112953,0.48171857162755466,0.9894122664304734,0.18133969179838233,0.44382039000456874,0.514397131800968,0.36506182465072745,0.3534424481321319,0.41434782783922625,1.0,0.3079856929390634,0.46496406971770615,0.4668836138364697,0.6113608118369803,0.9453430613907867,0.17700511857521686,0.29342982714844595,0.29276086345206764,0.5851316762279365,0.7442920234829128,0.9605817046739781,0.18110570716832938,0.5264505236812215,0.5259244759940571,0.6603131596382694
QT_MAT_BAS_11_14,0.5439860668957017,0.6053445845271859,0.7105128796735558,0.812186327650456,0.2878380426575458,0.9724282048442825,0.7849987351979385,0.828832501176596,0.6568119221402353,0.6074542990848915,0.657990693059978,0.3079856929390634,1.0,0.7382841889100361,0.736999497450434,0.8833861451154283,0.2756882848059798,0.9344845075082114,0.6600358087119276,0.6597509606335893,0.7471325656202201,0.8242531938972717,0.2624793802684585,0.9470114501365114,0.5225694871137057,0.5224567000564662,0.9061736583884036
QT_MAT_BAS_D,0.5538650471721547,0.5922746457694249,0.5410997123876153,0.8630597654313934,0.44920506158102325,0.6613709963448708,0.840502364909941,0.8741150906573729,0.5497839767521467,0.7302666533979365,0.8206172917459145,0.46496406971770615,0.7382841889100361,1.0,0.8559184441229138,0.7582768619483304,0.4506313171118316,0.6672908715811875,0.8310250151127808,0.8311130853991126,0.854008269684122,0.7283580976785736,0.44328278742998567,0.6399604967335806,0.735959317884345,0.7365238411088948,0.7493838479273889
QT_DOC_BAS,0.6578474931818635,0.7522966237101729,0.5998450139204846,0.9235807434749885,0.4485349382288507,0.6731132761256875,0.9071024888093524,0.9273870133441829,0.6766740474950199,0.7316303902342205,0.8032068529343943,0.4668836138364697,0.736999497450434,0.8559184441229138,1.0,0.7990741957933883,0.4657772747668694,0.7098419576697357,0.7923227234899569,0.7914387700351151,0.9414611972506016,0.7471299282076693,0.4451751284007991,0.6653338635270212,0.6343885823578089,0.6334798801242326,0.7581492307038205
QT_DOC_FUND,0.5978905102603225,0.6429262979006695,0.7200221403929599,0.803287427867945,0.5962292334707121,0.829115394036243,0.76573051441395,0.8309243422164968,0.6306923894398896,0.6013832732199957,0.6674602241984023,0.6113608118369803,0.8833861451154283,0.7582768619483304,0.7990741957933883,1.0,0.6130564556982121,0.870279321610955,0.6828989161640442,0.6821019250546494,0.8247021558791466,0.9604969226110632,0.5889307129930789,0.8398576411226424,0.6458061369722734,0.6451362043290431,0.9568265865787849
QT_DOC_FUND_AI,0.4245231577000262,0.4042068531755517,0.18502168630207316,0.44036621001746296,0.9534864721064852,0.14538633175474744,0.40358813156333195,0.4724739099897423,0.3266824608256451,0.32892458622545734,0.3826312939433757,0.9453430613907867,0.2756882848059798,0.4506313171118316,0.4657772747668694,0.6130564556982121,1.0,0.1477443464552357,0.3155691067976808,0.3148014437694627,0.565633078351028,0.726288231753032,0.981051829000364,0.13601090144819783,0.5461290166509212,0.5453942030556732,0.6135336891706982
QT_DOC_FUND_AF,0.48442939341589014,0.553368225411422,0.7927460226805116,0.7306524104131212,0.15376714600212565,0.9471339504301219,0.7063804050641429,0.7454323962983583,0.5871388904867583,0.5457312577969438,0.595461210625158,0.17700511857521686,0.9344845075082114,0.6672908715811875,0.7098419576697357,0.870279321610955,0.1477443464552357,1.0,0.6559991212028154,0.655484262632421,0.6804388453144004,0.751293446267168,0.12620067824267486,0.9684924310791287,0.46631207952659215,0.46592691554318516,0.8161371613930045
QT_DOC_ESP,0.4363800397866586,0.4821082462923761,0.5266823567856829,0.7433429677350499,0.28642502552039517,0.6119315810611171,0.7236075746808165,0.7531863211948715,0.45388196827755034,0.66621844918007,0.7157271840215876,0.29342982714844595,0.6600358087119276,0.8310250151127808,0.7923227234899569,0.6828989161640442,0.3155691067976808,0.6559991212028154,1.0,0.99942152152721,0.7338974621401836,0.6121888079359508,0.2967936974954223,0.6084901136116313,0.8404933714065794,0.8400709664045622,0.6255255726042258
QT_DOC_ESP_CC,0.4351647608113694,0.48093979745667526,0.5259743624096133,0.7429052689923403,0.2857781782019798,0.6117107269281292,0.7231521694664358,0.7527735445194215,0.45329165611232736,0.6660975873641886,0.7155728696746071,0.29276086345206764,0.6597509606335893,0.8311130853991126,0.7914387700351151,0.6821019250546494,0.3148014437694627,0.655484262632421,0.99942152152721,1.0,0.7330069749753325,0.6114306191526152,0.296186762063869,0.6079594807104539,0.8393612862877545,0.840541452680323,0.625014449881728
QT_TUR_BAS,0.6848172608263273,0.7417224354937975,0.589262908095794,0.9570195888324065,0.5660770630939777,0.6686945246996261,0.9410200005864028,0.9598373971519872,0.7152447085528223,0.7243517171027766,0.8265806311671506,0.5851316762279365,0.7471325656202201,0.854008269684122,0.9414611972506016,0.8247021558791466,0.565633078351028,0.6804388453144004,0.7338974621401836,0.7330069749753325,1.0,0.8248529437308868,0.5646419265344406,0.6663996528401752,0.667103082666406,0.6660009868310932,0.8164363886948625
QT_TUR_FUND,0.603784241984687,0.6314711695785253,0.6207946962928999,0.7755698907374474,0.7324755285894321,0.754442222773818,0.7327529485492813,0.809120057156239,0.6121663570649132,0.5719339728389501,0.6428536278473413,0.7442920234829128,0.8242531938972717,0.7283580976785736,0.7471299282076693,0.9604969226110632,0.726288231753032,0.751293446267168,0.6121888079359508,0.6114306191526152,0.8248529437308868,1.0,0.726809368485706,0.7685219525342956,0.6590213470720528,0.658233856798792,0.9703860198129609
QT_TUR_FUND_AI,0.42697620304093525,0.398778761149854,0.1672983606637869,0.43556721489790895,0.9689218293547178,0.1295042450941124,0.3985715966930217,0.4679726774649135,0.3249437643542521,0.3229791184816545,0.3772926035429856,0.9605817046739781,0.2624793802684585,0.44328278742998567,0.4451751284007991,0.5889307129930789,0.981051829000364,0.12620067824267486,0.2967936974954223,0.296186762063869,0.5646419265344406,0.726809368485706,1.0,0.11911312349766678,0.5451807267531805,0.544697952393972,0.6093067810683984
QT_TUR_FUND_AF,0.4750694501363644,0.5413603618910913,0.7415616742787793,0.7153963172581874,0.1562548021907648,0.9699668080363363,0.6879642035579212,0.7337085186524698,0.5822345329387857,0.5259055862366104,0.5778299873679364,0.18110570716832938,0.9470114501365114,0.6399604967335806,0.6653338635270212,0.8398576411226424,0.13601090144819783,0.9684924310791287,0.6084901136116313,0.6079594807104539,0.6663996528401752,0.7685219525342956,0.11911312349766678,1.0,0.44480593811713676,0.44411728564009034,0.8351718402549355
QT_TUR_ESP,0.36389227461833534,0.3723317708170392,0.3884375764286839,0.6056504664114039,0.5253066283225916,0.4377395638166875,0.5753519374068774,0.6285636636021986,0.3548875663205937,0.5487769106510973,0.5962262839747163,0.5264505236812215,0.5225694871137057,0.735959317884345,0.6343885823578089,0.6458061369722734,0.5461290166509212,0.46631207952659215,0.8404933714065794,0.8393612862877545,0.667103082666406,0.6590213470720528,0.5451807267531805,0.44480593811713676,1.0,0.9986028622621878,0.615704926394342
QT_TUR_ESP_CC,0.3622725828195962,0.3708951189477607,0.38771863212724433,0.6052974002087292,0.5247948082669889,0.43767441300434323,0.5749453867971838,0.6282717614494274,0.35406995179849066,0.5487923273469733,0.5964183550087077,0.5259244759940571,0.5224567000564662,0.7365238411088948,0.6334798801242326,0.6451362043290431,0.5453942030556732,0.46592691554318516,0.8400709664045622,0.840541452680323,0.6660009868310932,0.658233856798792,0.544697952393972,0.44411728564009034,0.9986028622621878,1.0,0.6153855979236088
QT_MAT_FUND,0.6049645183562992,0.6507699179045621,0.6317218057020406,0.8215178352027549,0.6407047620483006,0.8546426799861984,0.7818431651151267,0.8511073897757815,0.6613616249783879,0.6063643062748212,0.6697281091411699,0.6603131596382694,0.9061736583884036,0.7493838479273889,0.7581492307038205,0.9568265865787849,0.6135336891706982,0.8161371613930045,0.6255255726042258,0.625014449881728,0.8164363886948625,0.9703860198129609,0.6093067810683984,0.8351718402549355,0.615704926394342,0.6153855979236088,1.0
