,TP_SITUACAO_FUNCIONAMENTO,IN_VINCULO_SECRETARIA_EDUCACAO,IN_VINCULO_SEGURANCA_PUBLICA,IN_VINCULO_SECRETARIA_SAUDE,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,TP_RESPONSAVEL_REGULAMENTACAO,IN_LOCAL_FUNC_PREDIO_ESCOLAR,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_AGUA_FILTRADA,IN_AGUA_POTAVEL,IN_ENERGIA_REDE_PUBLICA,IN_TRATAMENTO_LIXO_SEPARACAO,IN_TRATAMENTO_LIXO_REUTILIZA,IN_TRATAMENTO_LIXO_RECICLAGEM,IN_TRATAMENTO_LIXO_INEXISTENTE,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO,IN_COZINHA,IN_SALA_ATENDIMENTO_ESPECIAL,QT_SALAS_EXISTENTES,IN_EQUIP_FAX,IN_EQUIP_FOTO,QT_EQUIP_FAX,QT_EQUIP_FOTO,QT_COMP_ALUNO,QT_COMPUTADOR,QT_COMP_ADMINISTRATIVO,IN_INTERNET,IN_INTERNET_ADMINISTRATIVO,IN_ACESSO_INTERNET_COMPUTADOR,IN_ACES_INTERNET_DISP_PESSOAIS,IN_BANDA_LARGA,QT_FUNCIONARIOS,IN_PROF_ADMINISTRATIVOS,IN_PROF_SERVICOS_GERAIS,IN_PROF_FONAUDIOLOGO,QT_PROF_FONAUDIOLOGO,IN_PROF_NUTRICIONISTA,QT_PROF_NUTRICIONISTA,IN_PROF_ALIMENTACAO,IN_PROF_PEDAGOGIA,IN_PROF_SECRETARIO,QT_PROF_SECRETARIO,IN_PROF_GESTAO,QT_PROF_GESTAO,IN_PROF_ASSIST_SOCIAL,QT_PROF_ASSIST_SOCIAL,IN_SERIE_ANO,IN_PERIODOS_SEMESTRAIS,IN_GRUPOS_NAO_SERIADOS,IN_MODULOS,IN_FORMACAO_ALTERNANCIA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_INFANTIL,IN_MATERIAL_PED_CIENTIFICO,IN_MATERIAL_PED_DIFUSAO,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_JOGOS,IN_MATERIAL_PED_ARTISTICAS,IN_MATERIAL_PED_DESPORTIVA,IN_MATERIAL_PED_INDIGENA,IN_MATERIAL_PED_ETNICO,IN_MATERIAL_PED_CAMPO,IN_MATERIAL_ESP_NAO_UTILIZA,IN_EDUCACAO_INDIGENA,TP_INDIGENA_LINGUA,IN_RESERVA_PPI,IN_RESERVA_RENDA,IN_RESERVA_PUBLICA,IN_RESERVA_PCD,IN_ESPACO_ATIVIDADE,IN_ESPACO_EQUIPAMENTO,IN_ORGAO_ASS_PAIS,IN_ORGAO_ASS_PAIS_MESTRES,IN_ORGAO_CONSELHO_ESCOLAR,IN_ORGAO_GREMIO_ESTUDANTIL,IN_ORGAO_OUTROS,IN_ORGAO_NENHUM,TP_AEE,IN_MEDIACAO_PRESENCIAL,IN_MEDIACAO_EAD,IN_REGULAR,IN_DIURNO,IN_NOTURNO,IN_EAD,IN_BAS,IN_INF,IN_INF_PRE,IN_FUND,IN_FUND_AI,IN_FUND_AF,IN_MED,IN_EJA,IN_EJA_FUND,IN_EJA_MED,IN_ESP,IN_ESP_CC,QT_MAT_BAS,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_FUND,QT_MAT_FUND_AI,QT_MAT_FUND_AF,QT_MAT_MED,QT_MAT_PROF,QT_MAT_PROF_TEC,QT_MAT_EJA,QT_MAT_EJA_FUND,QT_MAT_EJA_MED,QT_MAT_ESP,QT_MAT_ESP_CC,QT_MAT_ESP_CE,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_BRANCA,QT_MAT_BAS_PARDA,QT_MAT_BAS_0_3,QT_MAT_BAS_4_5,QT_MAT_BAS_6_10,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_MAT_BAS_18_MAIS,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_INF_INT,QT_MAT_INF_CRE_INT,QT_MAT_FUND_INT,QT_MAT_FUND_AF_INT,QT_DOC_BAS,QT_DOC_INF,QT_DOC_INF_CRE,QT_DOC_INF_PRE,QT_DOC_FUND,QT_DOC_FUND_AI,QT_DOC_FUND_AF,QT_DOC_MED,QT_DOC_PROF,QT_DOC_PROF_TEC,QT_DOC_EJA,QT_DOC_EJA_FUND,QT_DOC_EJA_MED,QT_DOC_ESP,QT_DOC_ESP_CC,QT_DOC_ESP_CE,QT_TUR_BAS,QT_TUR_INF,QT_TUR_INF_CRE,QT_TUR_INF_PRE,QT_TUR_FUND,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_PROF_TEC,QT_TUR_EJA,QT_TUR_EJA_FUND,QT_TUR_EJA_MED,QT_TUR_ESP,QT_TUR_ESP_CC,QT_TUR_ESP_CE
IN_ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987807496267427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN_ESP_CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987807496267427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_MAT_BAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8020148847221333,,,,,,,,,,,,0.9915757261646732,0.9910236767374236,,0.8839649644243227,,,,0.7853570675818977,0.7594465079159892,,0.9109878730237042,,,,,,0.9127657062055459,,,,0.7701012009590185,,,,,,,,,0.8366986415679809,0.8367294461182041,,0.9453043579034477,,,,,,,,,,,,,,,
QT_MAT_INF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7530266925959075,0.8870676424834107,,,,,,,,,,,,,,,,,0.7705435458114364,0.911731205469698,,,,,,,,,,,,0.9220210183413728,,0.8388245404336514,,,,,,,,,,,,,,0.9475060736719162,,0.8481673509034992,,,,,,,,,,,,
QT_MAT_INF_CRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7530266925959075,,,,,,,,,,,,,,,,,,,0.983233700862115,,,,,,,,,0.7817517261176838,,,,0.7509897279054129,0.8944871239677716,,,,,,,,,,,,,,,,0.9173492960677943,,,,,,,,,,,,,
QT_MAT_INF_PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8870676424834107,,,,,,,,,,,,,,,,,,,,0.9893111537797055,,,,,,,,,,,,0.7781265571631334,,0.9277547444240182,,,,,,,,,,,,,,0.8581514158718507,,0.9575668470903936,,,,,,,,,,,,
QT_MAT_FUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8020148847221333,,,,,,0.8390383718841249,,,,,,,,,,0.7580533519797592,0.8332152553405985,,,,,,0.89813581413527,,,0.7891805918025969,,,,,,,,,,0.943518716480007,,0.8017653649421844,,,,,,,,,,0.7977580856503144,,,,0.9634757681276714,,0.8213631063400947,,,,,,,,,
QT_MAT_FUND_AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9905810059799328,,,,,,,,,,,,,,,0.9398786222212383,,,,,,,,,,,,,,,0.7527138491302638,0.9667765411672143,,,,,,,,,,
QT_MAT_FUND_AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8390383718841249,,,,,,,,,,,,,,,,,,,0.9740399622962086,,,,,,,,,,,,,0.8009596488478095,,0.9349211760375398,,,,,,,,,,,,,,,,0.9685996056308553,,,,,,,,,
QT_MAT_MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886666627161918,,,,,,,,,,,,,,,0.8869799135764603,,,,,,,,,,,,,,,,0.9857512049471872,,,,,,,,
QT_MAT_PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976408852369094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9013731125874918,0.8881989690764774,,,,,,,,,,,,,,,0.9824138554155858,0.9622188203167273,,,,,,
QT_MAT_PROF_TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976408852369094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90133605354214,0.9096191006271942,,,,,,,,,,,,,,,0.9616952409254864,0.9857091461851211,,,,,,
QT_MAT_EJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.887096595155489,,,,,,,,,,,,,,0.758093074425126,,0.8120093342045533,,,,,,,,,,,,,,,0.8697233796977284,0.8025024910702767,,,,,,,,,,,,,,,0.9184885810330423,0.8048783483683164,,,,
QT_MAT_EJA_FUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.887096595155489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8824906247606972,,,,,,,,,,,,,,,0.8684010086886409,0.9188873449580902,,,,
QT_MAT_EJA_MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7664284155807382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8740771096180527,,,,,,,,,,,,,,,,0.9717602057825461,,,
QT_MAT_ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9888885720745684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8098820774487322,0.8048405151977367,
QT_MAT_ESP_CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9888885720745684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8137243272536407,0.8140239892828035,
QT_MAT_ESP_CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8900210147331277,,,,,,,,,,,,,,,,0.8977347940596605
QT_MAT_BAS_FEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9915757261646732,,,,0.7580533519797592,,,,,,,,,,,,,0.9653588414005163,,0.8762394080795026,,,,0.7515715904785767,0.7767822095000501,,0.8905513659977763,,,,,,0.8950994847203183,,,,,,,,,,,,,0.8167819096611357,0.8168257364223993,,0.9288451521382486,,,,,,,,,,,,,,,
QT_MAT_BAS_MASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910236767374236,,,,0.8332152553405985,,,,,,,,,,,,0.9653588414005163,,,0.8763179525235899,,,,0.8063490672500031,,,0.9159823415173579,,,,,,0.9148695400785802,,,,0.7980715303745982,,,,,,,,,0.8424694166390553,0.8424862365851584,,0.9455874361943205,,,,0.7823446785858768,,,,,,,,,,,
QT_MAT_BAS_BRANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7549965929768915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_MAT_BAS_PARDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8839649644243227,,,,,,,,,,,,,,,,0.8762394080795026,0.8763179525235899,,,,,,,,,0.8155840329083869,,,,,,0.7834549902944241,,,,,,,,,,,,,,,,0.8221302100619499,,,,,,,,,,,,,,,
QT_MAT_BAS_0_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7705435458114364,0.983233700862115,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7743151312365205,,,,0.7659136568261332,0.8794123188342512,,,,,,,,,,,,,,,,0.9032317624272889,,,,,,,,,,,,,
QT_MAT_BAS_4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911731205469698,,0.9893111537797055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8061967855519198,,0.9194024079543575,,,,,,,,,,,,,,0.8784413725447209,,0.9441767917866293,,,,,,,,,,,,
QT_MAT_BAS_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9905810059799328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9412463150281112,,,,,,,,,,,,,,,0.754727813371168,0.963973724701934,,,,,,,,,,
QT_MAT_BAS_11_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7853570675818977,,,,0.89813581413527,,0.9740399622962086,,,,,,,,,,0.7515715904785767,0.8063490672500031,,,,,,,,,0.7564471932901139,,,,,,,,,,0.8615130198775055,,0.9256219507215185,,,,,,,,,,,,,,0.8016970761257133,,0.9470168221672318,,,,,,,,,
QT_MAT_BAS_15_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7594465079159892,,,,,,,0.886666627161918,,,,,,,,,0.7767822095000501,,,,,,,,,,,,,,,,,,,,,,,0.8089397241825864,,,,,,,,,,,,,,,,0.8741993456057069,,,,,,,,
QT_MAT_BAS_18_MAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758093074425126,,,,,,,,,,,,,,,,,0.8932376667456648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_MAT_BAS_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9109878730237042,,,,0.7891805918025969,,,,,,,,,,,,0.8905513659977763,0.9159823415173579,,0.8155840329083869,,,,0.7564471932901139,,,,,,,,,0.8751883046189938,,,,0.7747087358172432,,,,,,,,,0.8328955751005912,0.8330217620876742,,0.8848719263998344,,,,0.7528401040481144,,,,,,,,,,,
QT_MAT_BAS_N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8120093342045533,,,,,,,,,,,,,,,0.8932376667456648,,,,,,,,,,,,,,,,,0.7541858960935597,,,,,,,,,,,,,,,,,,,,,
QT_MAT_INF_INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9298336387851478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_MAT_INF_CRE_INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7817517261176838,,,,,,,,,,,,,,,,,,0.7743151312365205,,,,,,,,0.9298336387851478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_MAT_FUND_INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7599453250579853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_MAT_FUND_AF_INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7599453250579853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT_DOC_BAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9127657062055459,,,,,,,,,,,,,,,,0.8950994847203183,0.9148695400785802,0.7549965929768915,0.7834549902944241,,,,,,,0.8751883046189938,,,,,,,,,,0.7905786270551474,,,,,,,,,0.8446592747678364,0.8445689762734543,,0.9323753883798986,,,,,,,,,,,,,,,
QT_DOC_INF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9220210183413728,0.7509897279054129,0.7781265571631334,,,,,,,,,,,,,,,,,0.7659136568261332,0.8061967855519198,,,,,,,,,,,,,0.8016786127657864,0.844698356029187,,,,,,,,,,,,,,0.9114720821074204,0.752892413169726,0.7803576333728638,,,,,,,,,,,,
QT_DOC_INF_CRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8944871239677716,,,,,,,,,,,,,,,,,,0.8794123188342512,,,,,,,,,,,,,0.8016786127657864,,,,,,,,,,,,,,,,,0.8715815207479691,,,,,,,,,,,,,
QT_DOC_INF_PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8388245404336514,,0.9277547444240182,,,,,,,,,,,,,,,,,,0.9194024079543575,,,,,,,,,,,,0.844698356029187,,,,,,,,,,,,,,,,0.8542400075173459,,0.9421632177257739,,,,,,,,,,,,
QT_DOC_FUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7701012009590185,,,,0.943518716480007,,0.8009596488478095,,,,,,,,,,,0.7980715303745982,,,,,,0.8615130198775055,,,0.7747087358172432,,,,,,0.7905786270551474,,,,,,0.8663895770239333,,,,,,,,,,0.8080420448714969,,,,0.9523406968760346,,0.8182480995970882,,,,,,,,,
QT_DOC_FUND_AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9398786222212383,,,,,,,,,,,,,,,,,0.9412463150281112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7517159008463801,0.970662863061234,,,,,,,,,,
QT_DOC_FUND_AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8042328957094992,,,,,,,,,,,0.8017653649421844,,0.9349211760375398,,,,,,,,,,,,,,,,,0.9256219507215185,,,,,,,,,,,,,0.8663895770239333,,,,,,,,,,,,,,,,,,0.9594971664896267,,,,,,,,,
QT_DOC_MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7971991174012958,,,,,,,,,,,,,0.8869799135764603,,,,,,,,,,,,,,,,,0.8089397241825864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9255530195908513,,,,,,,,
QT_DOC_PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9013731125874918,0.90133605354214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909075762614584,,,,,,,,,,,,,,,0.9215853421037701,0.9213712206626267,,,,,,
QT_DOC_PROF_TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8881989690764774,0.9096191006271942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909075762614584,,,,,,,,,,,,,,,,0.9066483387957375,0.9298512963756268,,,,,,
QT_DOC_EJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8697233796977284,,,,,,,,,,,,,,,,,0.7541858960935597,,,,,,,,,,,,,,,,0.8333718191939407,,,,,,,,,,,,,,,0.8560339327540554,,,,,
QT_DOC_EJA_FUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8025024910702767,0.8824906247606972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333718191939407,,,,,,,,,,,,,,,,0.8478889697889213,0.8786837427708082,,,,
QT_DOC_EJA_MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.922921593378145,,,,,,,,,,,,,,,0.8740771096180527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9120020135082355,,,
QT_DOC_ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8366986415679809,,,,,,,,,,,,,,,,0.8167819096611357,0.8424694166390553,,,,,,,,,0.8328955751005912,,,,,,0.8446592747678364,,,,,,,,,,,,,,0.9997612618992252,,0.7916290682849436,,,,,,,,,,,,,0.8272695423038975,0.8272502853832344,
QT_DOC_ESP_CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8367294461182041,,,,,,,,,,,,,,,,0.8168257364223993,0.8424862365851584,,,,,,,,,0.8330217620876742,,,,,,0.8445689762734543,,,,,,,,,,,,,0.9997612618992252,,,0.7914352116991371,,,,,,,,,,,,,0.8265288545895979,0.8273587347991931,
QT_DOC_ESP_CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8900210147331277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9680039363160178
QT_TUR_BAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9453043579034477,,,,0.7977580856503144,,,,,,,,,,,,0.9288451521382486,0.9455874361943205,,0.8221302100619499,,,,,,,0.8848719263998344,,,,,,0.9323753883798986,,,,0.8080420448714969,,,,,,,,,0.7916290682849436,0.7914352116991371,,,,,,0.8137959743095395,,,,,,,,,,,
QT_TUR_INF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9475060736719162,,0.8581514158718507,,,,,,,,,,,,,,,,,,0.8784413725447209,,,,,,,,,,,,0.9114720821074204,,0.8542400075173459,,,,,,,,,,,,,,,0.7695705884498711,0.8954943704232363,,,,,,,,,,,,
